5,0.1,1.5
5,0.106,1.5
5,0.112,1.5
5,0.118,1.5
5,0.124,1.5
5,0.13,1.5
5,0.136,1.5
5,0.142,1.5
5,0.14801,1.5
5,0.15401,1.5
5,0.16001,1.5
5,0.16601,1.5
5,0.17201,1.5
5,0.17801,1.5
5,0.18401,1.5
5,0.19001,1.5
5,0.19601,1.5
5,0.20201,1.5
5,0.20801,1.5
5,0.21401,1.5
5,0.22001,1.5
5,0.22601,1.5
5,0.23201,1.5
5,0.23801,1.5
5,0.24402,1.5
5,0.25002,1.5
5,0.25602,1.5
5,0.26202,1.5
5,0.26802,1.5
5,0.27402,1.5
5,0.28002,1.5
5,0.28602,1.5
5,0.29202,1.5
5,0.29802,1.5
5,0.30402,1.5
5,0.31002,1.5
5,0.31602,1.5
5,0.32202,1.5
5,0.32802,1.5
5,0.33402,1.5
5,0.34003,1.5
5,0.34603,1.5
5,0.35203,1.5
5,0.35803,1.5
5,0.36403,1.5
5,0.37003,1.5
5,0.37603,1.5
5,0.38203,1.5
5,0.38803,1.5
5,0.39403,1.5
5,0.40003,1.5
5,0.40603,1.5
5,0.41203,1.5
5,0.41803,1.5
5,0.42403,1.5
5,0.43004,1.5
5,0.43604,1.5
5,0.44204,1.5
5,0.44804,1.5
5,0.45404,1.5
5,0.46004,1.5
5,0.46604,1.5
5,0.47204,1.5
5,0.47804,1.5
5,0.48404,1.5
5,0.49004,1.5
5,0.49604,1.5
5,0.50204,1.5
5,0.50804,1.5
5,0.51404,1.5
5,0.52004,1.5
5,0.52605,1.5
5,0.53205,1.5
5,0.53805,1.5
5,0.54405,1.5
5,0.55005,1.5
5,0.55605,1.5
5,0.56205,1.5
5,0.56805,1.5
5,0.57405,1.5
5,0.58005,1.5
5,0.58605,1.5
5,0.59205,1.5
5,0.59805,1.5
5,0.60405,1.5
5,0.61005,1.5
5,0.61605,1.5
5,0.62206,1.5
5,0.62806,1.5
5,0.63406,1.5
5,0.64006,1.5
5,0.64606,1.5
5,0.65206,1.5
5,0.65806,1.5
5,0.66406,1.5
5,0.67006,1.5
5,0.67606,1.5
5,0.68206,1.5
5,0.68806,1.5
5,0.69406,1.5
5,0.70006,1.5
5,0.70606,1.5
5,0.71207,1.5
5,0.71807,1.5
5,0.72407,1.5
5,0.73007,1.5
5,0.73607,1.5
5,0.74207,1.5
5,0.74807,1.5
5,0.75407,1.5
5,0.76007,1.5
5,0.76607,1.5
5,0.77207,1.5
5,0.77807,1.5
5,0.78407,1.5
5,0.79007,1.5
5,0.79607,1.5
5,0.80207,1.5
5,0.80808,1.5
5,0.81408,1.5
5,0.82008,1.5
5,0.82608,1.5
5,0.83208,1.5
5,0.83808,1.5
5,0.84408,1.5
5,0.85008,1.5
5,0.85608,1.5
5,0.86208,1.5
5,0.86808,1.5
5,0.87408,1.5
5,0.88008,1.5
5,0.88608,1.5
5,0.89208,1.5
5,0.89808,1.5
5,0.90409,1.5
5,0.91009,1.5
5,0.91609,1.5
5,0.92209,1.5
5,0.92809,1.5
5,0.93409,1.5
5,0.94009,1.5
5,0.94609,1.5
5,0.95209,1.5
5,0.95809,1.5
5,0.96409,1.5
5,0.97009,1.5
5,0.97609,1.5
5,0.98209,1.5
5,0.98809,1.5
5,0.9941,1.5
5,1.0001,1.5
5,1.0061,1.5
5,1.0121,1.5
5,1.0181,1.5
5,1.0241,1.5
5,1.0301,1.5
5,1.0361,1.5
5,1.0421,1.5
5,1.0481,1.5
5,1.0541,1.5
5,1.0601,1.5
5,1.0661,1.5
5,1.0721,1.5
5,1.0781,1.5
5,1.0841,1.5
5,1.0901,1.5
5,1.0961,1.5
5,1.1021,1.5
5,1.1081,1.5
5,1.1141,1.5
5,1.1201,1.5
5,1.1261,1.5
5,1.1321,1.5
5,1.1381,1.5
5,1.1441,1.5
5,1.1501,1.5
5,1.1561,1.5
5,1.1621,1.5
5,1.1681,1.5
5,1.1741,1.5
5,1.1801,1.5
5,1.1861,1.5
5,1.1921,1.5
5,1.1981,1.5
5,1.2041,1.5
5,1.2101,1.5
5,1.2161,1.5
5,1.2221,1.5
5,1.2281,1.5
5,1.2341,1.5
5,1.2401,1.5
5,1.2461,1.5
5,1.2521,1.5
5,1.2581,1.5
5,1.2641,1.5
5,1.2701,1.5
5,1.2761,1.5
5,1.2821,1.5
5,1.2881,1.5
5,1.2941,1.5
5,1.3001,1.5
5,1.3061,1.5
5,1.3121,1.5
5,1.3181,1.5
5,1.3241,1.5
5,1.3301,1.5
5,1.3361,1.5
5,1.3421,1.5
5,1.3481,1.5
5,1.3541,1.5
5,1.3601,1.5
5,1.3661,1.5
5,1.3721,1.5
5,1.3781,1.5
5,1.3841,1.5
5,1.3901,1.5
5,1.3961,1.5
5,1.4021,1.5
5,1.4081,1.5
5,1.4141,1.5
5,1.4201,1.5
5,1.4261,1.5
5,1.4321,1.5
5,1.4381,1.5
5,1.4441,1.5
5,1.4501,1.5
5,1.4561,1.5
5,1.4621,1.5
5,1.4681,1.5
5,1.4741,1.5
5,1.4801,1.5
5,1.4861,1.5
5,1.4921,1.5
5,1.4981,1.5
5,1.5041,1.5
5,1.5102,1.5
5,1.5162,1.5
5,1.5222,1.5
5,1.5282,1.5
5,1.5342,1.5
5,1.5402,1.5
5,1.5462,1.5
5,1.5522,1.5
5,1.5582,1.5
5,1.5642,1.5
5,1.5702,1.5
5,1.5762,1.5
5,1.5822,1.5
5,1.5882,1.5
5,1.5942,1.5
5,1.6002,1.5
5,1.6062,1.5
5,1.6122,1.5
5,1.6182,1.5
5,1.6242,1.5
5,1.6302,1.5
5,1.6362,1.5
5,1.6422,1.5
5,1.6482,1.5
5,1.6542,1.5
5,1.6602,1.5
5,1.6662,1.5
5,1.6722,1.5
5,1.6782,1.5
5,1.6842,1.5
5,1.6902,1.5
5,1.6962,1.5
5,1.7022,1.5
5,1.7082,1.5
5,1.7142,1.5
5,1.7202,1.5
5,1.7262,1.5
5,1.7322,1.5
5,1.7382,1.5
5,1.7442,1.5
5,1.7502,1.5
5,1.7562,1.5
5,1.7622,1.5
5,1.7682,1.5
5,1.7742,1.5
5,1.7802,1.5
5,1.7862,1.5
5,1.7922,1.5
5,1.7982,1.5
5,1.8042,1.5
5,1.8102,1.5
5,1.8162,1.5
5,1.8222,1.5
5,1.8282,1.5
5,1.8342,1.5
5,1.8402,1.5
5,1.8462,1.5
5,1.8522,1.5
5,1.8582,1.5
5,1.8642,1.5
5,1.8702,1.5
5,1.8762,1.5
5,1.8822,1.5
5,1.8882,1.5
5,1.8942,1.5
5,1.9002,1.5
5,1.9062,1.5
5,1.9122,1.5
5,1.9182,1.5
5,1.9242,1.5
5,1.9302,1.5
5,1.9362,1.5
5,1.9422,1.5
5,1.9482,1.5
5,1.9542,1.5
5,1.9602,1.5
5,1.9662,1.5
5,1.9722,1.5
5,1.9782,1.5
5,1.9842,1.5
5,1.9902,1.5
5,1.9962,1.5
5,2.0022,1.5
5,2.0082,1.5
5,2.0142,1.5
5,2.0202,1.5
5,2.0262,1.5
5,2.0322,1.5
5,2.0382,1.5
5,2.0442,1.5
5,2.0502,1.5
5,2.0562,1.5
5,2.0622,1.5
5,2.0682,1.5
5,2.0742,1.5
5,2.0802,1.5
5,2.0862,1.5
5,2.0922,1.5
5,2.0982,1.5
5,2.1042,1.5
5,2.1102,1.5
5,2.1162,1.5
5,2.1222,1.5
5,2.1282,1.5
5,2.1342,1.5
5,2.1402,1.5
5,2.1462,1.5
5,2.1522,1.5
5,2.1582,1.5
5,2.1642,1.5
5,2.1702,1.5
5,2.1762,1.5
5,2.1822,1.5
5,2.1882,1.5
5,2.1942,1.5
5,2.2002,1.5
5,2.2062,1.5
5,2.2122,1.5
5,2.2182,1.5
5,2.2242,1.5
5,2.2302,1.5
